Usia,Pendapatan_Bulanan,Lama_Bekerja_Tahun,Jumlah_Tanggungan,Skor_Kredit_Internal,Jumlah_Pinjaman_Diminta,Rasio_Utang_Pendapatan,Jml_Keterlambatan_Bayar_12bln,Durasi_Pinjaman_Bulan,Tujuan_Pinjaman,Status_Kepemilikan_Rumah,Jenis_Pekerjaan,Pendidikan_Terakhir,Status_Pernikahan,Status_Pinjaman
28,6000000,1,0,550,4000000,14,1,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
40,6900000,0,1,663,3000000,50,2,12,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Lancar
34,9000000,10,4,850,1500000,50,8,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
41,10000000,3,0,736,0,45,0,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Macet
47,5100000,0,2,334,3500000,50,3,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Lancar
29,5900000,5,2,850,5500000,50,4,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
45,5700000,0,2,606,2000000,5,0,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
28,9100000,0,1,726,2000000,50,6,12,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Macet
46,5300000,0,2,487,3500000,17,0,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
13,6400000,6,2,708,4000000,50,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
38,10300000,0,1,850,5000000,5,0,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
36,6400000,7,1,850,7000000,46,5,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
38,9100000,8,3,850,4500000,34,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
41,6600000,0,0,386,4000000,19,2,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
35,6100000,3,2,495,2500000,47,2,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
41,9500000,1,0,584,5000000,50,2,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
42,3700000,0,1,850,5000000,14,0,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
32,6400000,4,1,500,5500000,36,0,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
36,3600000,1,1,804,3500000,5,1,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
44,7700000,3,3,589,5500000,6,4,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
44,6500000,2,0,551,4000000,30,3,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
29,8000000,1,3,561,4500000,35,1,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
23,8500000,0,0,365,4000000,40,1,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
40,6200000,1,2,635,1000000,49,0,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
43,4700000,6,4,488,3500000,5,3,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Lancar
53,4800000,1,3,300,7000000,8,0,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
24,8800000,1,0,300,4000000,50,1,12,Produktif,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Macet
23,3000000,1,1,479,4500000,40,0,12,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
35,8200000,7,3,764,2500000,50,7,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
29,4000000,3,0,850,2000000,50,13,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
32,4800000,10,4,771,4000000,37,4,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
52,8000000,6,1,617,3500000,14,0,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
24,7200000,2,0,850,5500000,50,2,12,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Macet
42,4600000,2,0,536,3000000,5,4,12,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
36,8700000,0,2,543,3000000,50,2,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Macet
15,6100000,4,2,542,4000000,50,1,24,Konsumtif,Milik Sendiri,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
36,6800000,0,1,538,3000000,22,0,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
28,7200000,3,2,421,3000000,50,10,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
38,7100000,2,3,619,2000000,50,5,6,Produktif,Sewa,Pemerintahan,S2/S3,Belum Menikah,Macet
33,3000000,0,1,848,4500000,50,8,12,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Macet
46,4700000,0,2,371,3500000,50,2,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Belum Menikah,Lancar
35,8700000,1,2,451,2000000,50,3,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
42,8200000,3,0,300,6000000,25,0,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
44,7700000,4,2,513,2500000,32,2,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Macet
20,2400000,4,3,502,3500000,38,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Macet
32,10100000,2,3,603,2000000,50,5,6,Pendidikan,Sewa,Swasta,Diploma/S1,Menikah,Macet
29,6900000,3,1,681,1500000,25,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Macet
40,10000000,3,0,669,2500000,50,4,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
35,3200000,0,2,735,0,23,5,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
35,8000000,0,4,308,5500000,50,1,6,Pendidikan,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Macet
56,8100000,8,2,850,6500000,29,1,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
37,8800000,3,3,703,6500000,14,1,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
45,4300000,13,2,850,4000000,9,3,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
41,6200000,3,2,738,2000000,50,4,12,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
37,5100000,0,1,598,5000000,50,1,12,Produktif,Sewa,Pemerintahan,S2/S3,Menikah,Lancar
46,5200000,3,0,590,3500000,6,1,12,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
27,8200000,3,0,546,3500000,36,5,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
25,7700000,2,1,668,5000000,14,2,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
44,7600000,5,0,560,3000000,28,0,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
38,5700000,4,1,713,3500000,19,0,6,Produktif,Sewa,Swasta,S2/S3,Bercerai,Lancar
46,8200000,2,1,727,2500000,36,1,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
31,8300000,7,3,850,3000000,34,5,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Macet
44,4700000,3,2,431,6000000,29,2,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Lancar
45,6200000,2,3,843,6000000,12,2,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
45,6300000,9,4,850,4000000,50,8,6,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
30,4600000,3,3,555,4500000,50,0,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Macet
32,7300000,3,4,651,2500000,50,1,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
28,10100000,0,0,797,3500000,50,6,12,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Macet
30,9700000,10,6,850,4500000,50,8,12,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
42,10400000,4,3,811,5500000,23,0,12,Pendidikan,Sewa,Swasta,Diploma/S1,Bercerai,Lancar
18,7200000,4,3,743,4000000,50,4,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Macet
35,7900000,8,3,782,4000000,50,6,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
49,8600000,1,3,764,2000000,20,4,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
30,7700000,3,2,753,2500000,50,5,6,Konsumtif,Sewa,Swasta,S2/S3,Belum Menikah,Macet
39,5500000,1,2,523,5000000,50,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
43,5100000,5,0,741,1000000,36,2,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
50,7800000,4,1,709,4000000,26,2,6,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
33,4900000,2,1,658,2000000,46,2,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Macet
42,5600000,0,0,668,5500000,25,2,12,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
34,7100000,1,1,850,3500000,50,14,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
35,8500000,3,2,390,8500000,42,1,12,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
47,7900000,2,0,673,2000000,39,3,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Menikah,Lancar
27,8400000,7,1,850,3000000,41,6,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Macet
36,2400000,0,1,707,2000000,50,7,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
38,7300000,6,4,850,5000000,50,4,12,Pendidikan,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
29,11400000,4,3,760,5500000,7,1,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
51,3100000,1,2,579,5000000,22,0,12,Produktif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
47,7300000,1,0,438,5000000,19,1,6,Produktif,Sewa,Swasta,Diploma/S1,Menikah,Lancar
46,7800000,5,3,850,4500000,38,2,24,Pendidikan,Sewa,Swasta,S2/S3,Bercerai,Lancar
45,8000000,2,3,850,2500000,25,5,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
31,8100000,1,2,555,3500000,7,0,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
29,6500000,1,1,522,2500000,43,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
31,8600000,5,2,740,3000000,11,0,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Macet
39,6900000,8,5,850,3500000,17,5,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
30,6200000,2,2,605,7500000,37,2,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Macet
27,6900000,3,1,509,2000000,5,0,12,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
42,5200000,7,2,846,3000000,42,0,12,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
43,6500000,3,2,738,3500000,50,3,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
21,6400000,3,1,419,3500000,50,2,12,Produktif,Sewa,Swasta,Diploma/S1,Menikah,Lancar
26,7800000,7,5,843,4000000,50,4,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
34,8400000,0,2,425,5500000,41,0,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
39,8800000,4,1,661,6500000,34,3,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
28,5700000,4,0,579,7500000,40,0,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
42,7200000,6,0,850,3500000,50,5,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
18,8200000,0,2,831,3500000,50,5,12,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Macet
37,6500000,2,2,524,3500000,22,1,6,Produktif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
42,5700000,4,3,574,4000000,14,2,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
55,7800000,0,1,590,3000000,19,1,12,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
37,4400000,8,0,843,4000000,5,2,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
30,7700000,5,0,850,6000000,50,9,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Macet
31,7400000,0,1,680,4000000,45,1,6,Konsumtif,Sewa,Pemerintahan,S2/S3,Menikah,Lancar
40,7000000,1,2,447,4500000,29,0,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
44,10100000,2,1,436,6500000,17,0,12,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
37,5400000,0,1,586,4000000,50,2,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
39,6000000,4,0,427,1500000,50,2,6,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
45,5800000,6,1,751,4500000,12,0,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
28,7200000,7,3,675,3000000,50,6,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
21,7600000,4,3,604,1500000,50,1,6,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Macet
37,8600000,4,3,738,5000000,15,0,12,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
26,3900000,3,2,605,3500000,47,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
33,9300000,0,1,631,2500000,50,1,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
38,5800000,3,0,824,4000000,50,1,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Macet
33,7500000,1,3,440,3500000,38,0,6,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
36,7900000,15,5,850,3500000,13,3,6,Pendidikan,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
45,8800000,0,2,601,6000000,5,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
32,8600000,5,3,734,5000000,36,0,6,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Lancar
40,3200000,8,1,850,3000000,22,2,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
50,11600000,0,2,606,2000000,35,4,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
45,9400000,5,3,437,5000000,6,4,6,Produktif,Milik Sendiri,Swasta,S2/S3,Menikah,Macet
19,7600000,8,1,810,4500000,24,0,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
39,6900000,1,1,546,5000000,31,1,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
40,8200000,1,1,487,1500000,50,0,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
58,6400000,6,4,773,6000000,10,5,12,Produktif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
49,10900000,2,2,745,3000000,43,5,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Macet
35,6500000,2,2,850,3500000,9,7,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
48,13200000,4,4,782,4000000,27,4,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Lancar
38,8100000,0,1,669,7000000,50,3,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
40,5800000,5,1,734,3000000,26,2,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Macet
37,4400000,1,1,503,3500000,50,3,6,Produktif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
33,6100000,3,2,675,5000000,43,3,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Lancar
54,5200000,2,1,607,6000000,33,7,12,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
17,10100000,1,0,401,6000000,49,1,6,Produktif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
31,7400000,4,4,559,3500000,12,0,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
37,7400000,3,1,728,3000000,50,3,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
46,4100000,4,4,672,3500000,22,6,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
16,8300000,3,3,736,4500000,50,5,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Macet
30,6900000,6,3,672,4500000,50,8,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
32,5900000,10,4,846,3500000,50,4,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
52,8300000,0,3,448,4500000,6,1,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
34,4700000,0,1,547,2500000,50,1,12,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Lancar
43,1700000,4,4,650,2000000,5,2,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
33,5800000,1,2,665,4500000,28,1,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Macet
33,5500000,3,1,556,2500000,8,3,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Macet
16,7100000,3,1,300,3500000,50,2,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
41,8000000,4,1,850,2000000,50,4,12,Konsumtif,Sewa,Swasta,SMA/Sederajat,Menikah,Macet
47,5100000,8,2,850,4500000,15,4,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Bercerai,Macet
36,3900000,8,2,713,5000000,17,1,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
44,11200000,4,1,447,3000000,24,2,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Macet
30,7500000,2,2,717,5000000,18,2,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
40,6200000,6,2,850,3500000,27,3,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
36,3100000,4,1,690,3000000,50,5,6,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
48,4100000,4,3,560,3500000,35,1,12,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
36,7400000,4,3,796,3000000,49,5,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Macet
41,8400000,10,1,850,6000000,12,0,6,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Macet
44,10200000,6,6,762,5500000,5,1,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
40,5800000,0,2,439,5000000,50,6,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
29,5300000,1,2,603,2000000,50,3,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
43,4800000,4,2,850,2000000,41,0,12,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
39,3800000,1,3,387,3500000,11,0,12,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
34,9200000,2,1,566,0,50,2,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
31,5800000,2,1,708,5500000,21,5,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
35,5200000,4,3,832,0,43,4,12,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
47,7700000,1,0,552,4500000,50,4,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
25,5800000,0,2,850,4000000,50,7,12,Konsumtif,Sewa,Wiraswasta,S2/S3,Menikah,Macet
36,7600000,7,3,754,4000000,50,5,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
34,8800000,2,2,595,2500000,20,3,12,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Lancar
56,4600000,3,1,489,2500000,25,2,6,Konsumtif,Milik Sendiri,Swasta,Diploma/S1,Menikah,Lancar
41,9000000,2,3,709,4500000,6,2,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
30,10000000,0,1,749,4000000,50,3,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Macet
37,4600000,3,2,602,3500000,40,1,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Macet
42,6800000,0,2,850,3000000,27,1,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
36,4600000,3,0,594,3000000,30,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
50,8100000,1,3,671,3000000,21,3,6,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
33,5600000,3,1,850,4000000,50,8,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Macet
17,10200000,2,1,778,2000000,21,0,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
50,7200000,3,0,646,4000000,9,4,6,Pendidikan,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Lancar
53,6000000,2,5,850,4000000,5,4,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
32,4800000,6,3,691,3500000,50,8,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
29,6800000,3,3,634,5500000,50,3,6,Produktif,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
44,7300000,0,0,600,3500000,40,1,12,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
35,6600000,4,2,795,5000000,50,4,12,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
26,6000000,1,4,366,4000000,45,1,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Macet
42,7200000,0,2,766,5000000,5,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
52,4100000,0,1,357,5000000,50,0,12,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Belum Menikah,Lancar
57,6500000,4,3,622,3000000,20,3,12,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Lancar
32,9800000,11,4,831,6000000,50,3,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
30,7200000,0,1,527,2500000,50,0,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Menikah,Lancar
31,5500000,3,2,587,3500000,50,5,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Menikah,Macet
22,8900000,4,2,622,4000000,5,4,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
27,1700000,1,2,486,3000000,50,2,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
28,7100000,1,1,476,7500000,50,3,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
35,10500000,2,1,620,2500000,34,2,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
15,11800000,4,1,300,3500000,50,2,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
36,6500000,4,3,850,2000000,50,6,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
55,6700000,3,4,850,4000000,37,2,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
51,7200000,0,2,544,4500000,5,0,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
39,6800000,1,5,317,4500000,32,3,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
57,8500000,3,0,484,5500000,7,0,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
42,9100000,1,1,585,3000000,5,3,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Menikah,Lancar
53,7700000,7,1,850,5000000,15,0,6,Pendidikan,Sewa,Swasta,S2/S3,Bercerai,Lancar
30,8000000,3,2,522,5000000,50,5,6,Produktif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
48,6300000,5,5,704,4500000,24,2,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
39,9300000,9,3,821,2000000,50,8,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
20,6800000,1,3,557,500000,26,0,6,Konsumtif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
35,6000000,0,1,730,2000000,50,5,6,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Macet
31,10000000,10,3,762,2500000,21,3,12,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Lancar
42,7600000,2,1,680,4000000,50,2,6,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Lancar
34,8700000,5,2,850,4500000,33,5,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Macet
24,4200000,3,2,565,3000000,50,5,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
49,6100000,1,1,436,3000000,30,0,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Macet
