Usia,Pendapatan_Bulanan,Lama_Bekerja_Tahun,Jumlah_Tanggungan,Skor_Kredit_Internal,Jumlah_Pinjaman_Diminta,Rasio_Utang_Pendapatan,Jml_Keterlambatan_Bayar_12bln,Durasi_Pinjaman_Bulan,Tujuan_Pinjaman,Status_Kepemilikan_Rumah,Jenis_Pekerjaan,Pendidikan_Terakhir,Status_Pernikahan,Prediksi_Status_Pinjaman
27,8200000,8,5,742,1000000,50,8,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
41,8500000,0,2,850,500000,24,5,6,Produktif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
43,7600000,8,1,784,2000000,5,2,6,Pendidikan,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Lancar
36,4100000,4,3,704,1000000,50,4,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
47,6000000,4,1,661,500000,45,4,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Belum Menikah,Lancar
35,6200000,10,6,850,3500000,50,13,6,Pendidikan,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
27,5600000,2,2,508,5500000,25,2,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Lancar
42,5500000,0,2,624,5500000,50,4,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Macet
28,2600000,3,3,600,3000000,50,4,6,Produktif,Sewa,Swasta,S2/S3,Belum Menikah,Lancar
47,8100000,0,1,640,4000000,50,5,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
32,4100000,2,5,316,0,50,1,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
24,6300000,6,2,501,6500000,30,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
19,2100000,2,4,724,4000000,50,6,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
36,9600000,4,4,741,4000000,50,1,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
44,6000000,3,3,772,4500000,50,3,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
43,9000000,11,3,850,4500000,14,4,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
55,6600000,0,0,548,5500000,50,5,12,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Macet
29,4300000,2,0,711,4500000,50,1,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Macet
44,9100000,6,4,745,500000,27,7,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
37,8100000,3,3,345,3000000,50,0,12,Pendidikan,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
47,5300000,1,0,487,3000000,50,2,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Belum Menikah,Lancar
58,7000000,3,0,734,1500000,19,1,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
32,7600000,1,1,359,2000000,50,6,6,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
37,9700000,1,2,608,3000000,50,3,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
35,5800000,1,1,530,2000000,50,1,12,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
19,7700000,2,0,300,4500000,34,4,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
48,7200000,3,1,760,2000000,6,3,12,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
34,7600000,4,1,735,1000000,43,4,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
46,5000000,4,0,715,5000000,5,3,12,Produktif,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Macet
21,3400000,1,3,751,6500000,50,3,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Macet
25,7400000,3,3,574,5500000,42,1,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
37,6700000,0,1,411,2500000,50,1,12,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
35,7000000,4,3,850,6500000,12,2,6,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
50,4700000,3,3,850,5000000,13,2,6,Konsumtif,Dengan Orang Tua,Swasta,SMA/Sederajat,Bercerai,Lancar
55,8100000,1,3,701,4000000,26,4,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
33,3600000,4,3,746,2500000,21,3,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Bercerai,Lancar
32,9600000,7,5,822,5000000,15,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
31,5500000,0,1,647,3500000,50,8,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
41,9300000,2,3,652,2500000,50,4,12,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Menikah,Lancar
37,6900000,0,2,765,4000000,50,7,12,Pendidikan,Sewa,Swasta,S2/S3,Menikah,Macet
48,8300000,5,2,830,4500000,42,0,12,Pendidikan,Sewa,Swasta,Diploma/S1,Menikah,Lancar
27,7900000,6,1,801,5500000,27,2,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Macet
28,7300000,6,4,760,3000000,50,2,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
32,5000000,2,1,766,6000000,50,3,6,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Menikah,Macet
16,8200000,1,0,401,3500000,40,6,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
33,8400000,1,2,528,3000000,27,2,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
30,7300000,5,2,612,3000000,50,3,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
35,2500000,8,3,850,2500000,9,1,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
30,4000000,2,1,655,4500000,43,4,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
34,6800000,1,1,463,3500000,50,3,12,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Lancar
23,5000000,0,4,502,3500000,50,1,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
32,7400000,5,2,680,3500000,46,3,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
44,7100000,7,1,421,4500000,50,1,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Menikah,Lancar
40,5900000,1,0,678,5500000,36,4,6,Pendidikan,Dengan Orang Tua,Swasta,Diploma/S1,Bercerai,Lancar
10,4900000,2,3,524,6000000,37,0,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Bercerai,Macet
29,8500000,0,1,469,5500000,31,0,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
44,6800000,7,3,850,4500000,23,1,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
39,8300000,8,4,836,2000000,50,8,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
32,9700000,2,1,483,5000000,7,3,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
41,5200000,3,2,649,6000000,50,5,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Bercerai,Macet
29,5500000,3,3,556,2500000,16,0,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Macet
44,5800000,1,2,672,7000000,37,6,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
43,8500000,1,1,787,3000000,12,3,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
37,8500000,2,0,791,3000000,15,3,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
33,6300000,2,0,722,3000000,50,1,6,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Macet
25,3900000,2,1,477,4500000,50,3,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
32,6600000,0,2,599,4500000,50,2,12,Produktif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
22,7900000,7,3,600,3500000,50,10,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
28,5400000,1,1,760,4500000,50,5,12,Pendidikan,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Macet
39,8600000,0,2,788,4000000,37,3,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
37,10100000,2,0,814,6000000,50,8,12,Produktif,Dengan Orang Tua,Swasta,SMA/Sederajat,Belum Menikah,Macet
23,5900000,4,2,628,6000000,13,0,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
27,8000000,0,1,300,7500000,50,3,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
46,7400000,5,2,721,3500000,15,0,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Menikah,Macet
39,3900000,11,3,850,3500000,10,1,6,Pendidikan,Milik Sendiri,Swasta,S2/S3,Menikah,Lancar
30,7800000,3,3,843,4500000,50,5,12,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
26,4700000,0,0,389,4000000,32,2,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Lancar
30,6600000,1,1,546,5000000,50,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Macet
26,6100000,6,1,827,3000000,31,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Macet
43,7800000,8,1,785,6500000,38,0,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
33,5100000,7,3,730,3500000,34,1,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
36,6600000,0,3,414,5500000,50,0,6,Produktif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Macet
34,7200000,8,1,850,3000000,5,3,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Macet
51,3500000,0,0,421,7000000,7,3,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
45,6900000,2,3,720,5000000,14,5,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
31,4400000,0,2,714,2500000,14,0,12,Produktif,Sewa,Swasta,S2/S3,Bercerai,Lancar
41,11200000,3,1,692,5000000,13,0,6,Pendidikan,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Lancar
46,6500000,9,3,839,4500000,8,0,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Macet
42,7800000,10,2,727,4000000,5,3,12,Pendidikan,Milik Sendiri,Swasta,SMA/Sederajat,Menikah,Lancar
42,6100000,1,4,348,2000000,50,2,6,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
40,6800000,4,3,850,6500000,15,3,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
45,4100000,7,4,850,4000000,37,8,6,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
5,2100000,4,4,641,2000000,50,1,12,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Belum Menikah,Macet
33,6200000,2,1,850,2000000,50,3,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
31,5100000,5,2,850,7000000,50,6,12,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Macet
31,7000000,2,0,538,2000000,45,1,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
24,7100000,1,1,719,2000000,50,0,12,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Lancar
36,7800000,2,3,653,500000,50,5,12,Pendidikan,Sewa,Swasta,Diploma/S1,Menikah,Macet
32,6600000,3,3,559,4000000,19,0,6,Pendidikan,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
34,10100000,0,1,714,3000000,45,4,12,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
33,4100000,4,0,801,2000000,50,3,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Macet
33,5400000,2,0,470,3500000,50,1,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Belum Menikah,Lancar
34,8000000,4,0,850,2000000,50,7,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
32,7000000,8,1,850,2000000,50,9,12,Produktif,Sewa,Swasta,S2/S3,Menikah,Macet
36,6100000,2,0,454,2000000,50,4,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
39,9300000,6,2,675,5500000,5,8,6,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Lancar
33,7900000,2,1,594,4000000,14,0,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
29,6800000,2,3,684,3000000,50,6,12,Pendidikan,Sewa,Wiraswasta,S2/S3,Menikah,Macet
42,4500000,3,4,664,5000000,5,0,6,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Bercerai,Lancar
32,5900000,0,1,850,0,34,0,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
57,8300000,0,2,850,3000000,50,6,12,Konsumtif,Sewa,Pemerintahan,S2/S3,Bercerai,Lancar
30,5600000,2,2,691,6500000,43,1,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Bercerai,Macet
39,8600000,2,4,338,5000000,5,3,12,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Macet
43,6400000,4,2,811,4000000,26,0,12,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Bercerai,Lancar
11,7400000,7,2,707,3000000,43,0,12,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Macet
50,7400000,7,2,832,5500000,26,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Menikah,Lancar
25,4500000,1,3,579,6500000,50,4,6,Konsumtif,Sewa,Swasta,Diploma/S1,Belum Menikah,Macet
42,5800000,3,1,701,2000000,43,2,6,Pendidikan,Sewa,Swasta,Diploma/S1,Menikah,Lancar
39,11600000,0,1,592,4000000,46,1,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
20,6600000,5,3,711,3500000,39,2,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
25,6900000,3,3,664,3000000,17,2,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Macet
37,6000000,0,0,574,1500000,50,2,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Menikah,Lancar
45,4500000,7,2,411,4500000,50,2,24,Konsumtif,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
33,10800000,2,0,778,2000000,50,3,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Menikah,Macet
44,6600000,8,4,765,5000000,50,14,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Bercerai,Lancar
34,6000000,6,0,850,3500000,50,8,12,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Macet
40,5900000,7,3,720,4500000,23,1,6,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
30,5400000,3,2,583,5500000,50,6,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Belum Menikah,Lancar
42,7400000,5,4,850,5500000,17,3,6,Konsumtif,Milik Sendiri,Swasta,S2/S3,Bercerai,Lancar
46,6200000,3,3,617,5000000,6,3,12,Konsumtif,Milik Sendiri,Swasta,S2/S3,Menikah,Lancar
34,6800000,11,3,807,4000000,50,9,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
29,9400000,10,5,809,2000000,50,8,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
24,7400000,0,3,602,5000000,50,3,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
53,8400000,2,4,444,5000000,32,3,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Belum Menikah,Lancar
17,9300000,5,4,823,1500000,31,5,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Macet
39,8800000,0,1,604,6500000,50,1,6,Produktif,Sewa,Wiraswasta,Diploma/S1,Menikah,Macet
45,6300000,6,0,803,3500000,45,2,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Menikah,Macet
43,6400000,6,3,804,1000000,50,4,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
41,7100000,2,2,675,1500000,50,5,12,Pendidikan,Sewa,Pemerintahan,S2/S3,Belum Menikah,Lancar
46,6400000,5,6,850,2000000,32,2,6,Pendidikan,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
46,7400000,1,1,619,2500000,44,4,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
24,4900000,2,1,850,5500000,14,0,6,Konsumtif,Sewa,Swasta,SMA/Sederajat,Bercerai,Lancar
30,9300000,2,3,845,6000000,50,8,6,Konsumtif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
29,8200000,1,3,637,5000000,43,2,6,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
35,7500000,2,2,617,1500000,31,2,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
35,7800000,3,1,581,4500000,41,4,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
27,11400000,3,0,690,6000000,39,5,6,Pendidikan,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Macet
36,8400000,1,2,684,4000000,50,0,6,Produktif,Sewa,Swasta,Diploma/S1,Menikah,Lancar
26,11200000,0,1,482,2000000,50,3,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
23,5900000,0,0,593,0,50,3,12,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Menikah,Lancar
25,4200000,2,4,621,6000000,50,3,12,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Menikah,Macet
42,6400000,6,2,744,3500000,41,0,12,Pendidikan,Sewa,Pemerintahan,S2/S3,Menikah,Lancar
33,7200000,5,3,781,2500000,50,4,6,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Lancar
29,4300000,2,0,850,7000000,50,4,12,Konsumtif,Sewa,Swasta,Diploma/S1,Bercerai,Macet
37,4500000,2,0,834,1500000,50,4,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
33,6800000,1,2,562,4500000,50,4,6,Pendidikan,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
32,6100000,5,3,850,1500000,11,0,12,Pendidikan,Milik Sendiri,Pemerintahan,S2/S3,Bercerai,Lancar
23,8200000,1,3,619,4000000,50,4,6,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
45,8300000,15,5,850,4000000,28,0,6,Pendidikan,Sewa,Wiraswasta,S2/S3,Bercerai,Lancar
20,5500000,1,1,703,4500000,50,2,12,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Lancar
27,6100000,2,1,850,3000000,13,6,6,Pendidikan,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Lancar
32,6800000,4,3,571,5500000,5,2,6,Pendidikan,Milik Sendiri,Swasta,Diploma/S1,Bercerai,Lancar
37,6300000,4,0,540,3500000,23,1,6,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
46,4200000,8,3,826,5500000,5,0,12,Konsumtif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
34,7400000,2,0,838,4500000,50,9,6,Konsumtif,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Macet
34,9800000,4,2,820,3000000,50,5,12,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
43,6600000,3,1,850,2000000,50,9,6,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
10,5100000,0,0,577,2000000,50,2,12,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
27,7800000,2,0,616,3500000,45,0,12,Konsumtif,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
33,7400000,4,2,719,4000000,32,0,12,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
42,6200000,2,0,396,1500000,33,0,6,Konsumtif,Milik Sendiri,Pemerintahan,Diploma/S1,Menikah,Lancar
13,6800000,0,1,472,3000000,50,0,12,Konsumtif,Sewa,Wiraswasta,S2/S3,Belum Menikah,Lancar
33,7200000,0,0,826,3500000,50,3,12,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Macet
45,7800000,3,2,627,2500000,37,2,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
44,5300000,5,0,808,3000000,45,4,6,Konsumtif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
38,3400000,4,2,739,3000000,35,0,6,Produktif,Dengan Orang Tua,Pemerintahan,SMA/Sederajat,Menikah,Macet
52,7400000,10,2,850,4000000,30,6,6,Pendidikan,Sewa,Pemerintahan,Diploma/S1,Menikah,Lancar
38,6700000,2,3,384,4000000,5,1,6,Pendidikan,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Lancar
43,7500000,5,2,758,4000000,50,5,6,Pendidikan,Sewa,Swasta,Diploma/S1,Menikah,Lancar
32,9100000,5,0,523,3500000,32,6,12,Produktif,Milik Sendiri,Pemerintahan,Diploma/S1,Belum Menikah,Lancar
37,5100000,0,0,522,4500000,19,0,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Bercerai,Lancar
49,7500000,10,4,824,4000000,10,13,12,Konsumtif,Sewa,Swasta,Diploma/S1,Menikah,Lancar
32,5900000,1,1,680,4500000,50,8,12,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Macet
37,8700000,5,0,640,5500000,7,1,6,Produktif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Macet
48,6600000,4,2,606,3000000,26,0,6,Konsumtif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
23,4300000,3,2,716,2500000,44,0,12,Produktif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
45,7100000,0,1,758,3500000,23,0,6,Konsumtif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Lancar
36,6500000,10,1,725,4000000,9,0,6,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Menikah,Macet
33,7300000,1,0,417,3000000,10,0,12,Konsumtif,Sewa,Wiraswasta,SMA/Sederajat,Menikah,Lancar
31,6600000,14,8,850,3500000,50,6,6,Pendidikan,Sewa,Wiraswasta,Diploma/S1,Belum Menikah,Lancar
45,3100000,1,0,627,2000000,28,6,6,Konsumtif,Milik Sendiri,Wiraswasta,SMA/Sederajat,Bercerai,Lancar
23,10000000,2,0,378,4000000,10,1,6,Produktif,Milik Sendiri,Wiraswasta,Diploma/S1,Bercerai,Lancar
39,7200000,1,2,612,4500000,18,0,6,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Bercerai,Lancar
36,9800000,2,1,620,7000000,50,4,12,Produktif,Sewa,Wiraswasta,SMA/Sederajat,Belum Menikah,Lancar
41,7700000,5,2,850,5000000,37,4,6,Konsumtif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Macet
25,4100000,2,4,300,4500000,6,3,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Menikah,Macet
32,6900000,2,2,416,6500000,40,4,6,Konsumtif,Sewa,Pemerintahan,Diploma/S1,Belum Menikah,Macet
23,6200000,0,3,581,4000000,50,2,6,Konsumtif,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Macet
38,7000000,4,1,670,2000000,32,1,6,Konsumtif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Macet
40,5900000,4,3,740,5500000,41,0,12,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Lancar
14,9100000,1,4,602,2500000,50,3,12,Pendidikan,Dengan Orang Tua,Pemerintahan,Diploma/S1,Menikah,Macet
47,8000000,11,0,850,6500000,13,3,12,Produktif,Milik Sendiri,Wiraswasta,S2/S3,Bercerai,Macet
32,4500000,2,0,392,3500000,50,2,12,Produktif,Dengan Orang Tua,Swasta,S2/S3,Menikah,Lancar
42,5400000,0,5,300,5000000,15,2,6,Produktif,Milik Sendiri,Pemerintahan,SMA/Sederajat,Belum Menikah,Macet
36,6200000,5,2,765,4000000,50,0,12,Produktif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Lancar
49,7200000,7,2,850,4500000,29,1,6,Produktif,Dengan Orang Tua,Pemerintahan,S2/S3,Menikah,Lancar
36,6300000,7,0,850,2000000,50,8,12,Produktif,Dengan Orang Tua,Wiraswasta,S2/S3,Menikah,Macet
35,7700000,3,3,778,4000000,42,0,12,Pendidikan,Sewa,Pemerintahan,SMA/Sederajat,Bercerai,Lancar
37,10500000,2,3,562,5000000,44,3,6,Pendidikan,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Bercerai,Macet
27,7600000,11,2,850,4000000,20,7,6,Konsumtif,Dengan Orang Tua,Wiraswasta,Diploma/S1,Bercerai,Macet
25,6800000,0,3,560,6500000,50,2,6,Produktif,Dengan Orang Tua,Wiraswasta,SMA/Sederajat,Menikah,Macet
37,6800000,2,0,615,500000,50,1,6,Produktif,Dengan Orang Tua,Swasta,Diploma/S1,Belum Menikah,Macet
39,4900000,0,0,850,4500000,50,8,12,Pendidikan,Sewa,Pemerintahan,S2/S3,Bercerai,Macet
36,8400000,4,2,599,4000000,25,0,6,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Menikah,Macet
33,6900000,3,0,331,4000000,21,1,6,Konsumtif,Sewa,Wiraswasta,S2/S3,Menikah,Lancar
43,6000000,3,3,850,3500000,50,1,12,Pendidikan,Sewa,Swasta,Diploma/S1,Bercerai,Lancar
46,6400000,5,2,477,4000000,18,4,6,Produktif,Milik Sendiri,Swasta,SMA/Sederajat,Belum Menikah,Macet
45,8500000,0,1,386,5500000,50,0,12,Produktif,Milik Sendiri,Pemerintahan,S2/S3,Belum Menikah,Lancar
40,4400000,9,4,850,4000000,50,2,6,Pendidikan,Sewa,Swasta,Diploma/S1,Belum Menikah,Lancar
35,8100000,3,1,757,4000000,50,5,12,Konsumtif,Sewa,Pemerintahan,SMA/Sederajat,Menikah,Macet
51,5000000,1,3,835,3500000,36,1,6,Pendidikan,Dengan Orang Tua,Wiraswasta,S2/S3,Bercerai,Lancar
