order_id,customer_tier,payment_method,num_items,order_value,customer_city,device_type,past_returns,account_age_days,shipping_speed,is_fraud
O0885,Silver,COD,4,269419,,Mobile,2,1442,regular,No
O0886,Silver,cod,4,358850,,mobile,0,503,regular,No
O0887,Silver,cod,5,435580,,DESKTOP,6,577,express,No
O0888,Silver,COD,2,449550,,Mobile,6,226,regular,Yes
O0889,Platinum,cod,5,368170,,DESKTOP,6,287,regular,No
O0890,Platinum,CoD,5,312108,,mobile,2,1018,express,No
O0891,silver,cod,5,341917,,Desktop,3,1101,express,No
O0892,Platinum,COD,2,387267,,Desktop,6,289,regular,No
O0893,Platinum,cod,2,,Jakarta,DESKTOP,6,928,express,No
O0894,Platinum,cod,3,61664,,Desktop,6,541,express,No
O0895,gold,CoD,2,313582,,Mobile,6,310,express,No
O0896,Gold,CoD,3,355145,,Mobile,0,602,express,Yes
O0897,Gold,cod,3,369188,,DESKTOP,6,1261,regular,No
O0898,Silver,cod,3,133161,,Mobile,0,127,regular,No
O0899,Silver,COD,2,371222,,DESKTOP,0,350,express,No
O0900,silver,cod,4,77384,,DESKTOP,5,92,regular,No
O0901,Silver,CoD,1,130463,,Desktop,0,509,regular,Yes
O0902,Silver,cod,1,73028,,Mobile,4,954,regular,No
O0903,Gold,cod,1,192772,,mobile,0,543,express,No
O0904,Silver,COD,4,212353,,Desktop,6,1141,regular,No
O0905,Gold,COD,4,283970,bandung,DESKTOP,1,236,regular,No
O0906,Silver,CoD,4,447423,,mobile,2,704,regular,No
O0907,Gold,CoD,4,228813,,DESKTOP,1,780,regular,No
O0908,silver,COD,4,228813,,Desktop,3,515,regular,No
O0909,Silver,CoD,3,319459,,mobile,4,679,regular,No
O0910,Gold,CoD,2,381700,,Mobile,0,1017,express,Yes
O0911,gold,CoD,4,159118,,Mobile,0,1413,express,No
O0912,Platinum,COD,5,267380,,Desktop,4,979,regular,No
O0913,Silver,COD,3,,,mobile,1,693,regular,No
O0914,Silver,CoD,4,244689,,Desktop,4,1336,express,No
O0915,silver,CoD,5,143056,,Mobile,4,226,express,No
O0916,Gold,cod,4,219203,,mobile,0,1136,express,No
O0917,gold,CoD,5,,,mobile,5,774,regular,No
O0918,Gold,COD,2,452315,,Mobile,4,754,express,Yes
O0919,Platinum,CoD,4,211878,,DESKTOP,3,1130,regular,No
O0920,silver,COD,5,301813,,Mobile,3,235,regular,Yes
O0921,silver,COD,4,52650,,Desktop,3,1320,express,No
O0922,Gold,CoD,1,401378,,Mobile,4,525,regular,No
O0923,Silver,CoD,3,316435,,mobile,3,677,express,No
O0924,Gold,COD,3,417996,,Desktop,1,1376,regular,No
O0925,Gold,cod,4,365799,,Desktop,6,135,express,No
O0926,silver,CoD,5,60803,,Desktop,1,273,express,Yes
O0927,gold,cod,5,189994,,Desktop,1,381,express,No
O0928,Silver,cod,1,381553,,mobile,0,1200,regular,No
O0929,silver,COD,1,440109,,mobile,3,208,regular,No
O0930,silver,CoD,2,301813,,Desktop,3,76,express,No
O0931,silver,CoD,5,,,mobile,2,1313,express,No
O0932,Silver,CoD,2,67192,,DESKTOP,3,106,express,No
O0933,Silver,cod,1,447820,,DESKTOP,0,84,regular,Yes
O0934,Platinum,cod,3,,,mobile,3,273,regular,No
O0935,Platinum,COD,2,231796,,Desktop,5,440,express,No
O0936,gold,COD,4,391875,,mobile,3,420,express,No
O0937,silver,CoD,2,,,mobile,1,969,regular,No
O0938,silver,CoD,5,134579,,Desktop,6,1126,express,No
O0939,Silver,cod,1,433351,,Desktop,5,382,express,No
O0940,Platinum,CoD,1,177607,,Desktop,0,33,regular,No
O0941,gold,cod,4,357842,,mobile,6,608,regular,No
O0942,Platinum,cod,2,317953,,Desktop,6,101,express,No
O0943,Gold,cod,2,493480,,mobile,4,1238,express,No
O0944,Platinum,CoD,1,404814,,Mobile,1,970,regular,Yes
O0945,gold,COD,5,446349,,mobile,0,710,express,Yes
O0946,Gold,cod,1,225391,,Desktop,4,119,express,No
O0947,silver,COD,5,181923,,mobile,6,1193,regular,No
O0948,Gold,CoD,4,396497,,Desktop,5,1162,regular,No
O0949,Gold,COD,1,119291,,DESKTOP,4,253,express,No
O0950,Silver,CoD,2,487255,,Mobile,6,1474,express,No
O0951,Silver,CoD,4,154901,,DESKTOP,4,1467,express,No
O0952,Gold,cod,5,398573,,Desktop,6,1472,express,No
O0953,Gold,CoD,1,420386,,Mobile,4,437,regular,No
O0954,Gold,cod,1,123799,,Desktop,3,503,express,No
O0955,Platinum,cod,3,487869,,DESKTOP,4,150,express,No
O0956,Silver,COD,4,394061,,DESKTOP,2,663,express,No
O0957,Platinum,COD,5,478031,,mobile,1,927,regular,No
O0958,silver,COD,4,115265,,DESKTOP,4,688,express,Yes
O0959,gold,cod,3,472156,Bandung,Desktop,3,631,regular,No
O0960,silver,CoD,5,267857,Bandung,Mobile,4,270,regular,No
O0961,gold,CoD,4,416837,,Desktop,1,201,regular,No
O0962,silver,CoD,4,61410,,Mobile,6,233,regular,Yes
O0963,silver,CoD,5,117867,,Mobile,6,1211,regular,No
O0964,Silver,cod,1,422557,,DESKTOP,5,737,regular,No
O0965,Silver,COD,5,174623,,Desktop,3,995,express,No
O0966,Gold,cod,3,,,DESKTOP,5,361,regular,No
O0967,silver,cod,2,,surabaya,Desktop,6,854,express,No
O0968,gold,CoD,3,489641,,Desktop,2,760,regular,No
O0969,gold,cod,5,452376,,DESKTOP,6,1372,express,No
O0970,gold,cod,5,398152,,mobile,2,101,express,No
O0971,Gold,cod,1,290943,,mobile,2,1369,express,No
O0972,gold,CoD,5,329514,,mobile,0,314,express,No
O0973,silver,cod,3,481832,,Desktop,4,1169,regular,No
O0974,Gold,cod,3,81396,,Mobile,6,1151,regular,No
O0975,silver,COD,5,404737,,Mobile,4,1489,regular,No
O0976,Gold,cod,5,165156,,Mobile,5,1300,regular,Yes
O0977,gold,CoD,5,449913,,DESKTOP,6,134,regular,No
O0978,Platinum,COD,4,99618,Bandung,Mobile,1,1117,regular,Yes
O0979,Gold,CoD,5,71573,,Mobile,3,653,regular,No
O0980,Silver,COD,3,203842,,mobile,4,1388,regular,No
O0981,gold,CoD,2,341057,,DESKTOP,2,1072,express,No
O0982,silver,CoD,4,174761,,DESKTOP,0,1335,regular,No
O0983,Gold,COD,2,184851,,DESKTOP,4,990,express,No
O0984,Platinum,cod,1,77037,,mobile,2,68,regular,No
O0985,silver,COD,5,312749,,DESKTOP,3,851,express,No
O0986,Platinum,CoD,1,331410,,Desktop,2,281,express,No
O0987,Platinum,CoD,1,324084,,Mobile,2,77,express,No
O0988,Platinum,cod,5,403814,,Desktop,1,876,regular,No
O0989,Gold,CoD,3,376144,,Mobile,3,1090,express,No
O0990,Gold,COD,5,326367,,Mobile,4,1437,express,Yes
O0991,Gold,cod,3,492002,Surabaya,Mobile,1,851,regular,No
O0992,Silver,CoD,4,322243,,mobile,6,335,express,No
O0993,Gold,CoD,5,373370,,mobile,1,1001,express,No
O0994,Gold,CoD,3,436401,,DESKTOP,5,238,express,No
O0995,gold,cod,1,478901,,mobile,5,646,express,No
O0996,Silver,CoD,5,129264,,mobile,5,961,express,Yes
O0997,gold,COD,2,58275,,Desktop,5,311,express,No
O0998,silver,cod,5,248682,Jakarta,mobile,5,11,express,No
O0999,silver,CoD,5,477593,,mobile,2,556,express,No
O1000,silver,CoD,4,203965,,Desktop,1,1306,regular,No
O1001,Silver,CoD,4,170826,,Mobile,5,592,express,No
O1002,gold,CoD,4,94447,,Desktop,6,403,express,Yes
O1003,Platinum,CoD,5,357519,,Mobile,2,1461,express,No
O1004,Platinum,CoD,5,57511,,Desktop,4,598,regular,No
O1005,silver,CoD,2,427468,,Mobile,0,1137,regular,No
O1006,silver,COD,3,178934,,DESKTOP,6,1303,express,No
O1007,Silver,CoD,1,368302,,mobile,5,117,regular,No
O1008,Silver,CoD,5,292625,,mobile,4,1319,express,No
O1009,Platinum,CoD,5,56523,,DESKTOP,4,510,express,No
O1010,Gold,COD,1,289474,,DESKTOP,4,924,express,No
O1011,gold,cod,5,56464,,Desktop,0,819,express,No
O1012,gold,CoD,5,192772,,mobile,3,1414,express,No
O1013,Platinum,cod,1,65150,,DESKTOP,3,945,regular,Yes
O1014,silver,COD,5,240009,,Mobile,1,696,regular,No
O1015,silver,cod,4,,,DESKTOP,6,1283,express,No
O1016,Gold,cod,5,417996,,mobile,6,618,regular,Yes
O1017,Silver,cod,5,291348,,Mobile,2,1263,regular,No
O1018,gold,COD,3,69665,,Mobile,5,331,express,No
O1019,gold,cod,4,395366,,DESKTOP,0,143,express,No
O1020,Gold,COD,4,260623,Bandung,Mobile,0,502,regular,No
O1021,Gold,CoD,4,258682,,Desktop,6,719,express,No
O1022,Platinum,COD,5,381700,,DESKTOP,5,1371,regular,Yes
O1023,Silver,CoD,4,306113,,DESKTOP,0,138,express,No
O1024,Gold,CoD,2,387854,,DESKTOP,2,76,regular,No
O1025,gold,CoD,1,137470,,Desktop,0,1316,express,No
O1026,gold,cod,3,341917,,Desktop,1,950,regular,Yes
O1027,silver,cod,1,455019,,Mobile,6,875,regular,No
O1028,Gold,cod,2,162623,,mobile,5,395,express,No
O1029,gold,CoD,5,330588,surabaya,Desktop,3,1195,express,No
O1030,Silver,COD,1,305441,,Mobile,4,1463,express,No
O1031,Platinum,CoD,2,126505,,DESKTOP,4,1464,regular,Yes
O1032,silver,cod,4,457654,,Mobile,2,21,regular,No
O1033,Platinum,cod,4,250187,,Mobile,6,1387,express,Yes
O1034,Platinum,cod,1,354115,,Mobile,0,1353,express,No
O1035,Silver,CoD,5,137619,,Mobile,4,1405,regular,No
O1036,Gold,COD,1,425381,,Desktop,4,633,express,No
O1037,Gold,CoD,1,265564,,Desktop,1,1462,express,No
O1038,Gold,CoD,3,219206,,DESKTOP,4,1411,regular,No
O1039,Silver,cod,4,197383,,mobile,2,1304,express,No
O1040,silver,COD,5,119672,,DESKTOP,5,1159,regular,No
O1041,silver,CoD,2,469281,,Desktop,1,530,regular,No
O1042,gold,COD,5,301505,,Desktop,5,293,express,Yes
O1043,Gold,CoD,5,246244,,Mobile,5,1213,regular,No
O1044,Platinum,COD,1,158191,,mobile,1,17,express,No
O1045,Platinum,cod,5,206237,,Mobile,4,765,express,No
O1046,Platinum,COD,4,387567,,mobile,6,441,express,Yes
O1047,gold,cod,3,491690,,DESKTOP,3,461,regular,No
O1048,silver,CoD,3,489725,,Desktop,3,278,regular,No
O1049,silver,cod,5,254156,,Desktop,3,913,regular,No
O1050,gold,COD,2,470537,,Mobile,5,935,express,No
O1051,Gold,CoD,2,384912,,Desktop,4,269,express,No
O1052,Platinum,CoD,1,498582,,mobile,0,1009,express,No
O1053,gold,COD,1,52139,,Mobile,1,727,regular,No
O1054,Silver,CoD,2,379421,,mobile,5,692,regular,No
O1055,Gold,CoD,4,108548,,DESKTOP,1,1098,express,No
O1056,Platinum,CoD,5,390280,,mobile,1,1118,regular,Yes
O1057,gold,COD,4,402960,,DESKTOP,4,403,regular,No
O1058,gold,CoD,3,259911,Surabaya,mobile,4,1143,express,No
O1059,gold,CoD,4,347457,,mobile,1,242,regular,No
O1060,silver,cod,5,487140,,Desktop,6,392,regular,No
O1061,silver,COD,4,221215,,Mobile,2,1235,regular,Yes
O1062,Platinum,cod,4,406939,,DESKTOP,4,747,regular,No
O1063,Silver,CoD,4,169039,,Mobile,0,408,express,No
O1064,Silver,cod,3,237554,,Mobile,2,1230,regular,No
O1065,gold,COD,5,126043,,Desktop,2,1441,express,No
O1066,silver,COD,2,214947,,Desktop,5,882,express,No
O1067,gold,COD,4,87847,,Desktop,0,1033,regular,No
O1068,Platinum,cod,4,477176,,mobile,2,332,express,No
O1069,Gold,CoD,5,250199,,mobile,5,1260,regular,No
O1070,silver,CoD,1,416300,,Mobile,3,1261,regular,No
O1071,gold,CoD,2,303627,Jakarta,DESKTOP,3,301,regular,No
O1072,Platinum,CoD,4,312947,jakarta,DESKTOP,3,634,regular,No
O1073,Gold,cod,5,271132,,Mobile,0,446,regular,Yes
O1074,Platinum,cod,3,224913,,mobile,1,535,regular,No
O1075,gold,cod,1,161412,,mobile,0,446,regular,No
O1076,Platinum,CoD,1,313847,,DESKTOP,6,265,express,No
O1077,Platinum,cod,2,230352,,mobile,3,465,express,No
O1078,Platinum,cod,5,93396,,DESKTOP,1,1324,express,No
O1079,Platinum,CoD,3,109080,,mobile,3,18,express,No
O1080,Silver,CoD,3,396551,,mobile,4,798,regular,Yes
O1081,Platinum,COD,4,114502,,DESKTOP,2,951,regular,No
O1082,Gold,COD,1,78494,,mobile,6,609,regular,No
O1083,Platinum,CoD,5,399714,,Desktop,6,261,regular,No
O1084,Silver,CoD,5,487255,,mobile,6,1346,express,No
O1085,silver,COD,2,73924,,mobile,1,583,regular,No
O1086,gold,cod,1,98133,,DESKTOP,5,150,regular,No
O1087,silver,cod,2,423726,,mobile,4,1180,regular,No
O1088,silver,COD,5,401995,,Mobile,0,1482,express,No
O1089,Gold,cod,3,166518,,DESKTOP,3,702,express,Yes
O1090,Gold,COD,4,338397,,Mobile,6,180,regular,No
O1091,gold,CoD,1,272942,,Desktop,4,1360,regular,No
O1092,silver,COD,4,403832,,Mobile,6,640,express,No
O1093,Gold,CoD,5,193971,,Desktop,6,1230,regular,No
O1094,Gold,cod,3,305073,,mobile,0,318,express,Yes
O1095,silver,cod,3,308483,,DESKTOP,1,1060,express,No
O1096,gold,cod,2,297127,,DESKTOP,6,1010,regular,No
O1097,gold,cod,5,219012,,Desktop,2,1356,regular,Yes
O1098,silver,COD,4,310302,,DESKTOP,1,869,regular,No
O1099,Gold,CoD,5,264053,,Desktop,3,775,express,No
O1100,Gold,CoD,1,,Surabaya,mobile,1,483,regular,No
O1101,gold,cod,2,323405,,DESKTOP,1,483,express,No
O1102,Platinum,CoD,1,451360,,DESKTOP,3,744,regular,No
O1103,Silver,cod,2,364315,,Mobile,3,1051,express,No
O1104,Gold,CoD,3,53543,,DESKTOP,1,1261,regular,No
O1105,Gold,COD,2,148669,,Mobile,5,1228,regular,No
O1106,Platinum,COD,5,392888,,DESKTOP,3,289,regular,No
O1107,silver,cod,4,201928,,DESKTOP,0,191,regular,No
O1108,Platinum,COD,3,456376,,Desktop,2,810,express,No
O1109,Silver,COD,1,90493,,mobile,2,1316,express,No
O1110,silver,cod,1,396763,,DESKTOP,5,1479,express,No
O1111,Silver,COD,1,369188,,Desktop,4,945,express,No
O1112,Gold,cod,5,303167,,Desktop,2,1393,regular,No
O1113,Platinum,cod,4,416004,,Mobile,2,770,express,No
O1114,gold,COD,4,450632,,Mobile,6,1499,express,No
O1115,Platinum,COD,1,397904,jakarta,Mobile,1,1301,express,No
O1116,Platinum,cod,3,436697,,Desktop,1,1329,express,No
O1117,Platinum,CoD,2,331396,,mobile,6,652,regular,No
O1118,gold,CoD,2,97095,,Mobile,6,1034,regular,No
O1119,Silver,CoD,5,139381,,Mobile,4,1189,regular,No
O1120,gold,cod,5,193949,,Desktop,0,1483,regular,No
O1121,Platinum,cod,3,124198,,Mobile,4,781,regular,No
O1122,Platinum,cod,5,168441,,DESKTOP,4,1427,regular,No
O1123,Gold,COD,5,163441,,mobile,3,1027,express,No
O1124,silver,cod,3,208439,,mobile,3,871,express,No
O1125,Gold,COD,3,165155,,DESKTOP,4,1076,regular,No
O1126,Silver,cod,3,341378,,DESKTOP,1,891,regular,No
O1127,Gold,COD,4,176074,,mobile,5,223,express,No
O1128,gold,COD,4,342815,,Desktop,1,92,express,No
O1129,gold,cod,4,257596,,DESKTOP,4,482,express,No
O1130,gold,CoD,5,315819,,DESKTOP,6,811,regular,No
O1131,gold,cod,5,275209,,Mobile,3,169,express,No
O1132,Silver,COD,4,324084,,mobile,5,1063,regular,No
O1133,Gold,CoD,2,424308,,DESKTOP,3,1238,regular,Yes
O1134,Platinum,cod,5,391611,,mobile,5,1104,regular,No
O1135,Gold,CoD,4,373077,,Mobile,6,263,regular,No
O1136,Platinum,CoD,4,310302,,Mobile,5,1045,regular,No
O1137,Silver,cod,2,383087,,Mobile,0,477,express,Yes
O1138,gold,COD,1,368170,,Mobile,6,489,express,No
O1139,Gold,cod,2,151167,,Mobile,6,1324,regular,No
O1140,silver,cod,3,93848,,Mobile,6,453,regular,No
O1141,gold,CoD,4,257108,,mobile,4,960,express,No
O1142,gold,CoD,4,55543,,Desktop,2,403,regular,No
O1143,Platinum,cod,2,290901,,Desktop,6,1058,regular,No
O1144,Silver,COD,5,66918,,Mobile,5,414,regular,No
O1145,Gold,CoD,5,318984,,mobile,6,1410,express,No
O1146,Silver,COD,4,376557,,Mobile,1,865,regular,No
O1147,Silver,CoD,4,290647,,mobile,3,665,regular,No
O1148,Silver,cod,5,282595,,Desktop,0,1086,express,Yes
O1149,gold,cod,3,,,mobile,1,394,regular,No
O1150,Silver,cod,5,452443,,Desktop,2,520,express,Yes
O1151,Gold,cod,1,424367,,Mobile,1,758,regular,No
O1152,silver,CoD,4,336708,,DESKTOP,6,454,regular,No
O1153,silver,CoD,5,386145,,DESKTOP,1,1372,express,No
O1154,gold,CoD,3,413216,,Desktop,1,818,regular,No
O1155,gold,cod,4,361594,,Desktop,5,1037,express,No
O1156,Gold,COD,1,297548,,Mobile,0,1291,express,Yes
O1157,Gold,cod,2,300066,,mobile,0,968,express,No
O1158,gold,COD,4,297407,,Mobile,6,412,regular,No
O1159,Gold,cod,4,134424,,DESKTOP,1,276,regular,No
O1160,Platinum,CoD,4,228897,,DESKTOP,4,977,regular,No
O1161,gold,COD,3,402960,,mobile,2,96,express,No
O1162,Gold,CoD,2,206905,,Desktop,5,588,regular,Yes
O1163,Platinum,cod,2,200229,,mobile,5,1355,regular,Yes
O1164,Platinum,cod,5,488983,,mobile,0,1276,regular,No
O1165,silver,cod,3,166205,,Mobile,4,591,express,No
O1166,Silver,cod,1,373024,Bandung,DESKTOP,3,324,regular,No
O1167,silver,cod,1,265764,,mobile,2,192,express,No
O1168,silver,COD,3,158190,,mobile,5,1039,express,No
O1169,gold,CoD,2,209174,,Desktop,4,1321,express,No
O1170,Platinum,cod,1,359963,,DESKTOP,2,735,regular,No
O1171,silver,cod,3,368378,,Mobile,3,1280,regular,No
O1172,Silver,COD,2,291421,Surabaya,DESKTOP,3,53,regular,No
O1173,Silver,cod,5,375725,Medan,DESKTOP,5,1050,regular,No
O1174,silver,cod,1,392098,,Desktop,1,461,express,No
O1175,Gold,cod,4,224605,,mobile,2,1227,express,No
O1176,Gold,CoD,1,313582,,Mobile,4,810,express,No
O1177,Silver,cod,4,406393,,DESKTOP,1,1324,regular,No
O1178,Gold,COD,1,428417,,Desktop,2,1439,express,No
O1179,silver,CoD,4,429147,,Mobile,5,488,regular,No
O1180,Platinum,cod,4,,,Mobile,2,1217,express,No
O1181,Platinum,CoD,1,309330,,DESKTOP,1,678,regular,No
O1182,Gold,CoD,3,265538,,DESKTOP,5,45,regular,No
O1183,silver,COD,4,326479,,mobile,0,249,express,No
O1184,gold,cod,5,386165,,mobile,5,568,regular,No
O1185,Gold,cod,4,149569,,mobile,2,634,regular,No
O1186,gold,COD,2,64666,,mobile,5,400,regular,No
O1187,silver,CoD,2,104603,,DESKTOP,4,556,regular,No
O1188,Silver,COD,2,420548,,Desktop,5,348,regular,No
O1189,silver,cod,1,388215,,Desktop,0,594,regular,No
O1190,Gold,CoD,3,,,Mobile,6,274,express,No
O1191,gold,CoD,5,179434,,DESKTOP,6,1024,regular,No
O1192,gold,CoD,1,345819,,mobile,5,845,express,Yes
O1193,Silver,COD,3,122605,,DESKTOP,0,623,regular,No
O1194,silver,CoD,4,267862,,mobile,4,281,regular,No
O1195,silver,COD,5,305869,,Mobile,1,1465,regular,No
O1196,silver,cod,5,129264,,Mobile,0,1367,regular,No
O1197,Platinum,CoD,5,406111,,Desktop,5,268,regular,No
O1198,Silver,COD,2,285914,,mobile,0,1246,regular,No
O1199,Gold,cod,4,174293,,mobile,3,384,express,No
O1200,Gold,cod,5,142576,,mobile,6,1483,regular,No
O1201,Silver,CoD,4,104542,,Desktop,1,431,regular,No
O1202,Gold,COD,3,289608,,Mobile,1,697,regular,No
O1203,Silver,cod,4,284035,,Desktop,2,790,express,No
O1204,silver,COD,5,411791,,Desktop,0,989,regular,No
O1205,Platinum,COD,1,,,Desktop,0,1416,regular,No
O1206,Gold,CoD,2,308432,,DESKTOP,6,377,express,No
O1207,Platinum,cod,4,,,Desktop,5,1292,express,Yes
O1208,Gold,COD,3,316496,,DESKTOP,6,438,regular,Yes
O1209,Silver,cod,4,274203,,Mobile,2,315,regular,No
O1210,silver,COD,1,369379,,mobile,2,506,express,No
O1211,Platinum,COD,5,404361,,Mobile,2,151,regular,No
O1212,Gold,cod,4,410702,,Mobile,2,1123,regular,No
O1213,Silver,cod,5,472403,,mobile,0,969,regular,Yes
O1214,Silver,CoD,5,379421,,Desktop,2,753,regular,No
O1215,Silver,COD,2,365486,,Desktop,0,274,express,No
O1216,gold,CoD,3,163441,,Desktop,4,1106,express,No
O1217,Gold,cod,3,261656,,Mobile,5,506,express,No
O1218,Platinum,COD,1,479508,,mobile,4,348,express,Yes
O1219,gold,COD,2,226181,,DESKTOP,0,313,regular,No
O1220,silver,COD,5,245949,,Desktop,0,1415,express,No
O1221,gold,CoD,1,377813,,Mobile,6,384,express,No
O1222,silver,cod,4,86146,Jakarta,Desktop,2,1014,express,No
O1223,Silver,COD,2,60023,,mobile,0,80,regular,Yes
O1224,silver,CoD,4,195391,,DESKTOP,3,17,regular,No
O1225,Gold,cod,4,77028,,Mobile,,1233,express,No
O1226,Gold,CoD,3,155447,,mobile,0,395,regular,No
O1227,gold,cod,5,169581,,mobile,6,1331,regular,No
O1228,Platinum,CoD,4,161076,,Desktop,3,651,regular,No
O1229,Platinum,cod,5,,bandung,Mobile,3,903,regular,Yes
O1230,silver,CoD,4,139380,,mobile,2,619,express,No
O1231,Gold,CoD,1,375072,,Mobile,3,145,regular,No
O1232,Gold,COD,5,88293,,mobile,6,1123,express,No
O1233,gold,COD,5,71366,,DESKTOP,5,889,regular,Yes
O1234,gold,CoD,3,231986,,Desktop,,430,express,No
O1235,silver,CoD,2,221215,,DESKTOP,1,148,express,No
O1236,Gold,CoD,3,342805,,Desktop,2,196,regular,No
O1237,silver,CoD,5,317754,,Mobile,5,629,express,No
O1238,Gold,COD,1,435620,,Desktop,4,573,express,No
O1239,gold,COD,1,117867,,mobile,3,788,express,No
O1240,gold,cod,4,293922,,Desktop,2,1442,regular,Yes
O1241,Platinum,cod,2,349441,,Mobile,4,413,express,No
O1242,silver,COD,5,235828,,DESKTOP,4,192,express,No
O1243,gold,COD,5,267854,,mobile,5,1161,regular,Yes
O1244,Gold,CoD,1,465169,,Desktop,3,1202,express,No
O1245,Gold,CoD,4,215003,,Mobile,5,108,express,No
O1246,Silver,CoD,5,399714,,Mobile,0,471,express,No
O1247,Silver,COD,3,414568,bandung,DESKTOP,0,84,regular,No
O1248,Gold,cod,1,214653,,Desktop,3,192,express,Yes
O1249,Silver,CoD,3,418464,,mobile,2,839,express,No
O1250,silver,cod,4,88161,,Desktop,4,352,express,No
O1251,Platinum,CoD,3,261340,,Mobile,4,137,regular,Yes
O1252,silver,cod,5,196826,,Desktop,0,1308,express,No
O1253,Gold,COD,1,405728,surabaya,mobile,5,1035,express,No
O1254,Silver,CoD,1,402337,,DESKTOP,2,839,regular,Yes
O1255,Platinum,cod,3,205577,,Desktop,0,1201,regular,No
O1256,Gold,cod,3,58275,,Mobile,3,1115,express,No
O1257,gold,cod,4,428417,,DESKTOP,2,1247,regular,No
O1258,Platinum,CoD,5,372710,,Mobile,4,1414,express,No
O1259,gold,COD,3,364261,,Desktop,1,1218,regular,No
O1260,gold,cod,4,317501,,DESKTOP,3,681,regular,No
O1261,Gold,COD,2,341014,,Desktop,2,205,regular,No
O1262,gold,CoD,4,167412,jakarta,Mobile,4,145,express,No
O1263,Silver,COD,1,359221,,DESKTOP,0,698,express,No
O1264,silver,CoD,1,296306,,DESKTOP,2,486,regular,No
O1265,Silver,cod,3,277219,,DESKTOP,4,1036,regular,No
O1266,Gold,cod,5,345015,,Mobile,5,428,regular,No
O1267,Platinum,COD,4,392542,,Mobile,1,1261,express,Yes
O1268,Gold,cod,5,357153,,mobile,5,1307,express,No
O1269,Silver,cod,3,348982,,Desktop,6,379,express,No
O1270,silver,cod,5,423864,,Desktop,2,1321,express,No
O1271,Gold,COD,5,,surabaya,DESKTOP,0,1494,express,No
O1272,Gold,cod,5,298830,,DESKTOP,2,1058,express,No
O1273,silver,CoD,5,229338,Jakarta,Desktop,4,34,express,No
O1274,gold,cod,2,497235,,Desktop,6,636,express,Yes
O1275,Gold,cod,3,237418,Bandung,mobile,1,1062,express,No
O1276,gold,COD,1,423159,,Mobile,6,1254,regular,No
O1277,Platinum,COD,2,,,DESKTOP,2,876,regular,No
O1278,silver,CoD,1,414181,,Mobile,0,155,express,No
O1279,Silver,cod,5,320392,,Mobile,,730,regular,No
O1280,Silver,COD,5,,,mobile,2,1377,express,No
O1281,Gold,COD,1,255300,,mobile,0,567,regular,No
O1282,gold,CoD,5,278504,,DESKTOP,2,704,regular,No
O1283,silver,COD,5,284710,,Mobile,4,1158,express,No
O1284,silver,cod,2,232487,,Desktop,5,1419,express,No
O1285,Gold,cod,5,384921,,Mobile,4,184,express,No
O1286,silver,CoD,3,458002,,DESKTOP,,1134,express,No
O1287,Platinum,CoD,1,119672,,Mobile,2,953,regular,No
O1288,gold,COD,4,206237,,DESKTOP,5,1457,regular,No
O1289,silver,COD,1,434852,,Mobile,3,1237,express,No
O1290,silver,CoD,1,128650,,Desktop,3,899,express,No
O1291,silver,CoD,4,472794,,mobile,4,1127,express,No
O1292,Silver,CoD,3,,,Desktop,5,1232,express,No
O1293,silver,CoD,3,349824,,Desktop,3,636,express,No
O1294,Platinum,CoD,3,290647,,Desktop,5,1286,regular,No
O1295,gold,cod,3,463863,,Mobile,5,1285,regular,No
O1296,gold,CoD,4,249212,,DESKTOP,3,1220,express,No
O1297,Platinum,CoD,4,118603,,mobile,1,664,express,Yes
O1298,Gold,cod,3,267988,,DESKTOP,4,1222,express,No
O1299,silver,CoD,3,303730,,Mobile,2,97,express,No
O1300,Platinum,CoD,4,497791,,DESKTOP,6,488,regular,No
O1301,Gold,cod,2,311900,,DESKTOP,4,1276,express,No
O1302,Platinum,CoD,3,,,DESKTOP,1,136,express,No
O1303,Platinum,cod,3,476545,,DESKTOP,1,346,regular,No
O1304,Silver,COD,2,243967,,Desktop,1,853,express,No
O1305,Gold,COD,5,307836,,DESKTOP,0,1191,express,No
O1306,silver,cod,4,416300,,Mobile,5,168,regular,Yes
O1307,Platinum,CoD,4,274315,bandung,Mobile,4,942,express,No
O1308,gold,COD,2,181923,,Desktop,1,1473,express,No
O1309,silver,COD,4,118403,,Mobile,,492,regular,No
O1310,silver,cod,5,64682,,DESKTOP,2,985,regular,No
O1311,silver,COD,2,,,DESKTOP,5,796,express,No
O1312,Platinum,cod,5,399416,,mobile,0,1285,regular,Yes
O1313,Gold,cod,3,177607,,DESKTOP,6,816,regular,No
O1314,Platinum,COD,2,165893,,Desktop,0,670,regular,No
O1315,silver,cod,2,363573,,Mobile,0,1074,express,No
O1316,Gold,cod,4,419792,,Desktop,5,372,regular,No
O1317,silver,CoD,5,470542,,Desktop,6,117,regular,No
O1318,gold,CoD,2,,,DESKTOP,3,180,regular,No
O1319,silver,cod,1,367505,,Mobile,2,559,express,No
O1320,Platinum,COD,3,204745,,mobile,1,660,express,No
O1321,silver,cod,2,465169,,DESKTOP,3,220,express,No
O1322,gold,cod,5,291241,,mobile,2,1262,express,No
O1323,gold,CoD,5,305141,,Mobile,6,1274,regular,No
O1324,Platinum,COD,4,365427,,DESKTOP,4,1194,express,No
