customer_id,subscription_plan,age,avg_watch_time,monthly_app_opens,device_type,region,past_complaints,months_subscribed,total_transactions,customer_lifetime_value
C0955,Basic,24,144,5,MOBILE,,4,25,3,2118372
C0956,premium,25,161,113,mobile,,3,4,3,856909
C0957,basic,52,194,12,Mobile,,1,1,10,1374324
C0958,basic,20,29,129,mobile,,5,9,11,160291
C0959,Basic,34,88,48,MOBILE,,5,18,1,1907856
C0960,standard,53,177,25,MOBILE,,0,27,4,1083571
C0961,basic,57,25,141,MOBILE,,1,17,6,1074305
C0962,Basic,38,25,142,Mobile,,3,1,8,592137
C0963,basic,46,56,126,Desktop,,4,26,0,1085861
C0964,Standard,44,126,70,MOBILE,,1,15,2,1127897
C0965,Standard,24,106,45,Desktop,,1,9,3,1094408
C0966,Premium,37,34,8,Desktop,,0,8,9,889138
C0967,Premium,21,45,11,desktop,,4,25,8,1455798
C0968,basic,18,,10,desktop,,3,9,10,795256
C0969,Standard,21,190,126,Mobile,,0,32,5,1374469
C0970,premium,57,154,135,desktop,,5,7,1,1288664
C0971,Standard,41,89,108,Desktop,Jakarta,0,13,10,634690
C0972,Basic,53,81,1,mobile,,3,26,4,1734256
C0973,Premium,43,106,140,Desktop,,1,26,2,1774199
C0974,Premium,30,177,112,Desktop,,1,14,3,849200
C0975,Basic,28,174,6,desktop,,3,33,9,1578004
C0976,Premium,58,95,59,mobile,,3,25,9,1729626
C0977,basic,52,41,92,mobile,Surabaya,4,20,6,2043000
C0978,premium,27,96,92,mobile,,3,33,4,197846
C0979,Standard,40,84,40,desktop,,2,4,4,1357129
C0980,premium,54,56,60,MOBILE,Bandung,1,31,1,1723004
C0981,Premium,46,169,51,MOBILE,,3,17,6,574611
C0982,Basic,26,160,146,Mobile,,3,11,1,1002054
C0983,Standard,53,101,77,mobile,,5,2,8,556757
C0984,Premium,53,183,103,Mobile,,3,6,1,957221
C0985,Standard,55,103,103,mobile,,4,16,11,1795535
C0986,Premium,48,156,23,desktop,,5,5,4,980885
C0987,standard,53,71,99,Desktop,,5,7,1,1390147
C0988,basic,24,33,75,Desktop,,4,1,11,719180
C0989,Premium,34,159,94,mobile,,3,23,3,371238
C0990,Basic,30,54,120,Mobile,jakarta,2,25,6,284371
C0991,premium,41,74,14,MOBILE,,0,6,10,874376
C0992,premium,32,171,48,mobile,,4,34,4,2012630
C0993,standard,30,12,148,Mobile,,4,22,7,1098112
C0994,standard,33,35,2,MOBILE,,5,5,1,1247105
C0995,Standard,18,45,9,desktop,,2,20,11,112532
C0996,standard,36,194,88,Mobile,,5,24,1,1350712
C0997,Basic,58,103,123,desktop,,5,8,6,1209737
C0998,Premium,42,,84,MOBILE,,1,30,3,413610
C0999,Standard,53,191,71,Desktop,,4,17,0,603773
C1000,premium,19,159,67,mobile,,5,29,0,1690160
C1001,standard,44,198,99,mobile,,5,21,1,1095160
C1002,basic,55,114,103,mobile,,1,14,3,916833
C1003,premium,43,190,82,mobile,,2,34,10,363529
C1004,standard,57,54,5,desktop,,3,18,6,979851
C1005,Premium,41,72,27,mobile,,3,10,8,1048737
C1006,standard,27,192,73,Mobile,,3,13,9,2015980
C1007,basic,19,105,114,Desktop,,2,27,8,1854280
C1008,standard,56,108,77,desktop,,4,6,0,1556992
C1009,standard,23,105,3,Mobile,,5,30,7,1704222
C1010,Standard,44,192,9,desktop,,3,6,5,1396158
C1011,basic,23,80,4,mobile,,3,15,6,1641798
C1012,Premium,34,179,10,Desktop,,4,29,6,561017
C1013,standard,47,54,126,MOBILE,,4,4,8,812819
C1014,basic,40,,66,Mobile,,5,31,4,1299615
C1015,Premium,36,19,61,desktop,,1,9,3,906660
C1016,Basic,44,99,27,desktop,,4,7,11,1430753
C1017,Standard,30,156,107,Mobile,Medan,0,6,11,216635
C1018,Premium,22,61,92,Desktop,,0,17,11,381065
C1019,Standard,19,36,6,Mobile,,0,11,11,1294638
C1020,Basic,58,,54,Desktop,,1,8,6,1751270
C1021,Premium,49,69,118,Mobile,,3,30,10,1998099
C1022,Basic,55,16,114,Mobile,,1,24,9,1773177
C1023,standard,20,176,86,Mobile,,5,11,0,1563333
C1024,Standard,29,186,147,mobile,,4,13,0,1462677
C1025,premium,23,28,139,MOBILE,,1,32,11,1099821
C1026,Standard,42,68,53,Mobile,,1,32,11,1761438
C1027,Basic,47,149,120,Desktop,,2,8,1,1885634
C1028,Standard,40,46,16,MOBILE,Jakarta,0,10,10,1895183
C1029,basic,55,129,83,mobile,,3,29,4,1542737
C1030,Premium,42,110,80,Mobile,,4,8,8,107234
C1031,premium,19,197,35,Mobile,,1,26,0,1071043
C1032,Standard,46,167,128,Desktop,,5,18,9,468163
C1033,standard,37,73,58,desktop,,2,33,5,468579
C1034,basic,42,125,79,MOBILE,,4,31,7,1414065
C1035,Basic,58,159,89,mobile,,1,16,8,1499443
C1036,standard,32,137,134,desktop,,3,32,6,360247
C1037,Premium,45,163,145,mobile,,0,10,11,844901
C1038,standard,53,139,117,MOBILE,,3,12,11,1739124
C1039,premium,26,98,99,desktop,,2,28,6,213151
C1040,Basic,29,112,110,Mobile,,2,26,6,1091629
C1041,Standard,26,167,37,MOBILE,,3,32,4,1881070
C1042,premium,50,109,31,Desktop,,4,32,8,1314165
C1043,basic,32,15,102,desktop,,5,8,0,170165
C1044,Premium,26,161,109,Desktop,,4,7,10,516001
C1045,Standard,20,139,30,mobile,,5,10,10,1278621
C1046,premium,37,165,142,MOBILE,Bandung,0,16,8,641008
C1047,basic,32,139,34,Desktop,,3,16,11,1181229
C1048,premium,49,36,35,Mobile,,1,33,9,394790
C1049,basic,29,88,25,desktop,,3,12,0,1129017
C1050,premium,25,194,124,Mobile,,5,34,3,499415
C1051,Premium,23,116,21,desktop,,3,33,1,328230
C1052,Premium,29,197,138,desktop,,2,27,7,603077
C1053,premium,29,37,54,Desktop,,1,18,7,1432537
C1054,Standard,52,50,129,mobile,,1,16,6,1349688
C1055,basic,41,160,24,Mobile,,1,18,11,2107196
C1056,Premium,29,54,69,desktop,,4,30,7,1897561
C1057,Premium,48,10,19,mobile,Surabaya,3,25,11,610252
C1058,Premium,21,20,90,mobile,,2,4,10,1298084
C1059,Basic,36,56,49,MOBILE,Jakarta,2,4,10,391134
C1060,standard,38,71,12,Mobile,,3,32,4,1092111
C1061,Premium,19,164,82,MOBILE,Bandung,3,15,0,1160649
C1062,basic,49,22,144,Mobile,,5,28,1,1553566
C1063,Basic,35,,71,Desktop,,1,21,10,1338494
C1064,standard,57,19,77,Desktop,,0,34,0,1461057
C1065,Premium,25,179,7,MOBILE,,1,1,0,306766
C1066,Basic,49,53,6,MOBILE,,3,15,6,986410
C1067,basic,23,99,107,Mobile,bandung,0,23,0,771057
C1068,Standard,49,80,128,MOBILE,,5,22,10,1290828
C1069,basic,38,85,74,MOBILE,,5,13,11,83309
C1070,Basic,45,37,107,Desktop,,3,2,0,1567382
C1071,Standard,31,107,82,Desktop,,0,31,5,1021654
C1072,basic,49,130,53,Mobile,,3,23,0,515975
C1073,basic,27,89,129,MOBILE,,1,21,4,1155390
C1074,Premium,38,73,106,mobile,,2,2,1,1742377
C1075,standard,41,86,39,Desktop,,3,26,9,514255
C1076,basic,43,46,126,desktop,,0,33,2,1307371
C1077,basic,48,156,43,MOBILE,,0,10,10,702833
C1078,Premium,31,101,143,Desktop,,0,17,9,739463
C1079,standard,30,79,121,Desktop,,1,29,3,1325269
C1080,Standard,54,156,34,Mobile,,0,13,2,409093
C1081,Standard,23,148,79,MOBILE,,4,25,8,1402531
C1082,Basic,39,37,10,mobile,,1,14,9,1362124
C1083,standard,19,137,4,MOBILE,,2,24,0,182807
C1084,Premium,57,170,57,Desktop,,3,8,5,136433
C1085,standard,20,52,102,MOBILE,,2,22,0,693828
C1086,Premium,43,93,33,MOBILE,Jakarta,1,21,5,1856775
C1087,standard,33,140,2,desktop,,1,30,0,1420432
C1088,Basic,20,136,79,mobile,,0,4,11,1032869
C1089,Basic,35,,8,Mobile,,5,5,1,1207780
C1090,standard,29,55,110,desktop,,3,35,4,538385
C1091,Basic,36,64,56,mobile,,2,10,9,519873
C1092,Basic,50,186,12,desktop,,3,33,5,232471
C1093,standard,21,90,7,desktop,,2,25,5,758394
C1094,basic,43,148,63,MOBILE,,4,32,4,1110359
C1095,basic,30,16,65,desktop,,0,32,6,341156
C1096,Premium,19,116,118,MOBILE,,0,1,11,1505555
C1097,Premium,52,78,88,MOBILE,,4,10,10,1920270
C1098,Premium,48,78,85,Desktop,,5,17,9,1911038
C1099,basic,52,63,89,Mobile,,1,5,7,18681
C1100,Standard,52,113,53,Mobile,,5,9,0,1214776
C1101,Premium,40,176,139,MOBILE,,2,9,5,693386
C1102,basic,43,101,137,desktop,Bandung,1,24,6,1493774
C1103,standard,42,172,79,desktop,,5,1,4,978042
C1104,standard,40,94,55,desktop,,3,11,2,1833304
C1105,premium,36,179,54,mobile,,1,31,3,1613064
C1106,standard,39,86,54,Mobile,,0,23,2,-295478
C1107,premium,57,77,142,Desktop,,1,18,7,467616
C1108,Basic,30,123,54,mobile,,0,23,7,1758820
C1109,Premium,28,,116,desktop,,1,9,5,1761278
C1110,Premium,37,,73,desktop,,2,4,3,613710
C1111,basic,42,116,76,Desktop,,0,17,0,1576743
C1112,basic,21,23,119,MOBILE,,4,16,3,162144
C1113,Standard,42,59,143,mobile,,4,13,1,889239
C1114,Premium,31,29,77,Mobile,,2,14,11,277284
C1115,Premium,36,,143,mobile,,0,33,8,1683093
C1116,Premium,44,191,67,mobile,Surabaya,4,29,6,648165
C1117,basic,55,150,88,desktop,,2,7,11,1826610
C1118,basic,18,195,45,mobile,,2,18,0,1353708
C1119,premium,22,77,107,Mobile,,2,1,10,791040
C1120,basic,57,58,132,Mobile,,0,27,1,934833
C1121,Premium,47,60,1,MOBILE,,2,23,8,1150930
C1122,basic,52,40,15,Desktop,,0,11,6,1211543
C1123,standard,55,104,51,Desktop,,0,2,11,1064336
C1124,standard,19,67,27,Desktop,,4,11,4,654802
C1125,Premium,23,142,73,mobile,,2,29,4,616963
C1126,basic,46,72,91,desktop,,4,16,3,1388918
C1127,premium,28,163,142,MOBILE,,3,5,9,1771125
C1128,basic,48,18,131,Mobile,,2,17,10,881006
C1129,basic,41,54,115,MOBILE,,3,17,3,1292598
C1130,Basic,36,134,62,mobile,,2,34,10,455376
C1131,standard,36,138,115,mobile,,5,23,6,675234
C1132,Standard,19,34,64,Desktop,,2,1,1,1717212
C1133,basic,57,60,25,mobile,,2,34,5,1255060
C1134,basic,41,90,74,mobile,,0,3,4,740615
C1135,Basic,43,48,61,Mobile,,3,21,5,1164641
C1136,basic,30,141,75,Mobile,,0,34,1,1399371
C1137,Basic,25,170,86,Mobile,,5,21,2,371629
C1138,basic,27,55,4,Mobile,,1,20,5,544955
C1139,basic,22,,43,mobile,,5,19,11,1409328
C1140,Basic,39,191,17,MOBILE,,3,19,6,424762
C1141,premium,43,14,62,mobile,,4,2,8,1319052
C1142,Standard,25,195,117,MOBILE,,0,16,6,1771591
C1143,Standard,27,160,101,desktop,,5,5,4,228548
C1144,Standard,40,98,53,mobile,,5,23,10,464408
C1145,Standard,22,13,6,Mobile,,0,23,6,1448327
C1146,Basic,37,194,100,Desktop,bandung,2,8,2,1474572
C1147,basic,48,87,79,Desktop,,4,2,3,527693
C1148,Standard,47,186,108,desktop,,1,30,3,1887244
C1149,premium,53,35,4,MOBILE,,4,34,1,1277126
C1150,Basic,40,13,117,mobile,,3,23,5,1184730
C1151,Basic,26,161,6,Desktop,,0,7,5,1759389
C1152,Basic,49,52,33,Desktop,,3,33,0,1176137
C1153,Basic,20,188,87,MOBILE,,2,2,0,899274
C1154,premium,43,125,122,mobile,,2,16,10,362333
C1155,premium,48,109,83,Mobile,,5,5,0,1524303
C1156,premium,28,,41,MOBILE,,4,20,8,1844480
C1157,basic,59,64,105,desktop,,2,22,2,341702
C1158,Premium,29,149,124,Desktop,,4,6,6,937171
C1159,basic,49,150,128,Mobile,,1,20,8,1074356
C1160,Standard,49,73,62,MOBILE,,1,7,8,467592
C1161,standard,41,71,103,desktop,,4,6,3,248390
C1162,standard,26,178,49,Mobile,,5,4,2,1103717
C1163,Basic,51,30,144,desktop,jakarta,1,28,7,636885
C1164,premium,33,141,35,Mobile,,0,14,8,1406265
C1165,basic,56,125,131,Mobile,,0,22,5,711292
C1166,Standard,30,19,8,Desktop,,1,18,5,1812385
C1167,Standard,37,149,120,mobile,,5,14,3,458095
C1168,basic,44,162,104,desktop,,2,17,0,1505683
C1169,Basic,54,150,46,Desktop,,4,35,2,1953499
C1170,premium,57,,36,Mobile,,1,19,0,1734975
C1171,standard,22,,41,desktop,,2,21,2,1106634
C1172,Basic,50,81,3,MOBILE,,1,35,3,769760
C1173,Basic,49,60,31,MOBILE,,2,14,5,434865
C1174,Standard,58,189,24,MOBILE,,3,12,6,1280875
C1175,Basic,44,154,44,Desktop,,3,1,11,1888644
C1176,Premium,38,168,107,mobile,,2,32,8,1890800
C1177,Basic,43,157,25,desktop,,5,12,2,639742
C1178,premium,54,38,106,Mobile,,0,13,8,1380732
C1179,standard,18,31,129,Desktop,,3,2,8,1081739
C1180,Basic,50,160,102,Mobile,,5,35,4,1455832
C1181,standard,45,65,43,MOBILE,,0,19,7,1525577
C1182,premium,24,37,45,MOBILE,,2,20,5,1305538
C1183,basic,41,46,147,MOBILE,,5,10,11,791419
C1184,Basic,21,101,110,desktop,,0,11,10,796243
C1185,standard,19,19,106,desktop,,0,11,7,751531
C1186,standard,47,65,100,Mobile,,4,14,4,1937393
C1187,Basic,53,159,124,Desktop,,3,1,5,1967370
C1188,standard,39,28,45,desktop,,5,4,2,1219193
C1189,Premium,49,53,126,MOBILE,,1,20,9,1380811
C1190,premium,38,193,75,Mobile,,5,9,1,959372
C1191,standard,24,192,130,desktop,,0,18,8,360793
C1192,Premium,50,188,90,Desktop,,4,23,3,673858
C1193,Standard,47,122,113,Mobile,,3,33,9,1058199
C1194,standard,37,82,129,desktop,,5,31,2,900291
C1195,basic,46,125,108,Mobile,,1,7,8,2022979
C1196,Standard,36,54,11,desktop,,3,11,0,1540959
C1197,Standard,46,30,47,Mobile,,3,25,2,1808126
C1198,premium,44,,56,Desktop,,0,20,10,491756
C1199,basic,30,88,27,Mobile,,1,33,5,1349136
C1200,premium,48,144,92,mobile,,3,8,5,1900885
C1201,basic,20,118,89,desktop,,0,32,10,288879
C1202,Basic,58,24,23,mobile,,5,16,1,307561
C1203,basic,41,69,101,Mobile,,4,30,1,824015
C1204,Basic,30,192,46,desktop,,1,12,1,943472
C1205,premium,54,57,38,desktop,Bandung,5,8,6,1271672
C1206,premium,27,56,124,mobile,,4,28,7,801558
C1207,Premium,59,102,23,Mobile,,1,15,10,1197926
C1208,standard,33,103,100,Desktop,,5,8,4,1006506
C1209,basic,34,193,31,mobile,,2,5,4,251790
C1210,Basic,26,172,16,MOBILE,,4,3,0,326945
C1211,Standard,41,60,34,Mobile,,3,14,10,1279029
C1212,basic,41,199,131,desktop,,0,1,8,1506083
C1213,Premium,19,97,14,Desktop,,2,2,7,1565440
C1214,Basic,28,60,97,mobile,,1,14,0,763402
C1215,standard,56,17,18,mobile,,0,29,0,312009
C1216,standard,39,153,48,mobile,,5,32,11,646981
C1217,Standard,48,128,146,mobile,,3,6,10,496724
C1218,standard,21,60,43,desktop,,1,31,1,893194
C1219,Basic,59,131,122,desktop,Jakarta,1,17,11,1387911
C1220,Premium,23,34,17,mobile,,1,14,5,203408
C1221,Premium,40,23,85,desktop,,1,18,0,523671
C1222,Premium,29,101,36,Mobile,,5,27,8,1019110
C1223,Standard,32,68,11,Desktop,,5,1,11,1679774
C1224,premium,39,51,92,desktop,,2,19,0,1765064
C1225,Standard,31,81,18,mobile,,5,17,9,1211615
C1226,premium,23,129,103,MOBILE,,2,16,2,787702
C1227,Basic,25,133,8,mobile,,3,28,5,253894
C1228,premium,48,189,28,MOBILE,,1,10,7,1444260
C1229,Basic,53,134,78,Desktop,,3,24,2,1603923
C1230,Standard,56,113,63,MOBILE,,3,19,10,392078
C1231,premium,30,13,6,Mobile,,3,11,10,1806942
C1232,Standard,43,151,58,Mobile,,4,29,9,1040588
C1233,Standard,22,128,49,mobile,,5,12,5,613130
C1234,basic,21,23,17,mobile,,1,15,0,135464
C1235,basic,58,67,140,MOBILE,,1,22,9,822209
C1236,premium,43,12,45,Desktop,,1,25,2,509139
C1237,standard,21,76,32,MOBILE,,3,11,3,623841
C1238,standard,28,173,41,desktop,,5,3,5,1405506
C1239,Standard,49,133,91,MOBILE,,2,15,9,945493
C1240,Standard,51,50,53,MOBILE,,1,24,4,1452649
C1241,premium,31,45,29,mobile,,5,33,10,1071617
C1242,basic,26,137,38,Mobile,jakarta,5,26,6,1420754
C1243,Premium,24,49,69,Desktop,,4,18,10,1713547
C1244,Standard,23,135,100,MOBILE,,5,19,3,1503357
C1245,basic,54,,97,MOBILE,,5,32,10,1215537
C1246,premium,55,,96,Mobile,,3,5,5,1153807
C1247,standard,26,124,1,desktop,,5,34,3,1588715
C1248,Standard,37,28,83,MOBILE,,2,15,7,1319596
C1249,premium,45,185,126,desktop,,0,8,1,810151
C1250,Basic,18,170,54,desktop,,0,35,5,1153236
C1251,premium,55,183,73,MOBILE,,1,10,3,1880773
C1252,Standard,18,62,91,desktop,,2,7,6,1542545
C1253,Standard,34,139,49,MOBILE,,2,28,11,1227587
C1254,Basic,33,40,148,MOBILE,,2,4,11,1040709
C1255,Standard,57,111,1,mobile,,5,10,1,357826
C1256,standard,56,,50,desktop,,5,24,11,1370441
C1257,basic,52,138,32,desktop,,0,2,2,812992
C1258,Premium,19,155,36,mobile,,0,17,2,912546
C1259,Basic,37,194,68,desktop,jakarta,3,1,11,1095773
C1260,Standard,42,156,69,desktop,,0,27,0,275271
C1261,basic,26,28,80,Mobile,,1,5,10,1021568
C1262,Premium,32,89,70,MOBILE,,4,23,9,216251
C1263,premium,47,176,41,MOBILE,Bandung,3,3,1,1301455
C1264,standard,47,56,147,desktop,,2,15,7,1748171
C1265,Basic,19,104,142,mobile,,1,33,2,1686936
C1266,standard,53,77,68,MOBILE,,3,9,4,1746349
C1267,premium,27,90,144,Desktop,jakarta,5,17,2,722901
C1268,Premium,19,107,113,mobile,,0,26,0,1839223
C1269,premium,34,97,11,MOBILE,,4,18,10,600705
C1270,Premium,35,158,56,Desktop,,1,26,2,1345050
C1271,Standard,26,114,84,desktop,,1,20,0,140122
C1272,Premium,47,97,37,Desktop,,1,19,8,29875
C1273,Standard,25,101,12,Mobile,,1,15,3,500201
C1274,Premium,30,143,84,mobile,,1,14,6,1790011
C1275,premium,26,96,18,Mobile,,5,23,5,976561
C1276,Premium,40,109,26,desktop,,0,35,8,1262366
C1277,Basic,32,141,6,desktop,,4,10,6,789423
C1278,Premium,21,,89,desktop,,4,28,10,1579142
C1279,standard,22,29,39,mobile,,3,29,1,582639
C1280,basic,56,121,60,desktop,,4,23,8,1588384
C1281,Premium,56,157,17,Mobile,,1,1,2,1535597
C1282,premium,52,175,8,desktop,,4,2,8,1165632
C1283,premium,59,24,43,Mobile,,2,5,11,1526699
C1284,Premium,26,140,130,Mobile,,1,17,4,833591
C1285,premium,44,43,100,MOBILE,,1,13,4,1219967
C1286,premium,23,120,119,desktop,Jakarta,0,13,6,1982995
C1287,Premium,22,104,48,mobile,,3,28,6,453985
C1288,Standard,40,64,100,Desktop,,3,6,0,1190209
C1289,Basic,35,132,61,desktop,,5,32,7,2140123
C1290,premium,49,174,33,Desktop,,3,25,4,1219612
C1291,Standard,24,176,125,desktop,,3,8,8,606984
C1292,premium,22,30,141,desktop,,4,25,5,466561
C1293,Standard,26,155,14,mobile,,3,14,11,624033
C1294,premium,58,134,94,Mobile,,1,12,2,477660
C1295,Premium,27,129,122,mobile,,0,19,11,1370975
C1296,standard,42,90,19,Desktop,,0,26,10,-58247
C1297,basic,29,169,140,desktop,,1,1,9,1238424
C1298,Premium,46,176,90,MOBILE,,5,25,0,168653
C1299,Standard,36,166,84,Desktop,,1,2,10,578163
C1300,basic,33,145,104,desktop,,0,1,6,929469
C1301,premium,52,136,144,MOBILE,,5,26,11,1040652
C1302,basic,37,56,109,Mobile,,3,14,5,707082
C1303,Premium,42,82,16,mobile,,2,22,2,2048852
C1304,standard,44,172,117,mobile,,1,24,0,1477725
C1305,premium,48,42,28,mobile,,3,35,3,851577
C1306,premium,28,140,137,MOBILE,Bandung,1,19,11,537313
C1307,premium,23,181,149,Mobile,,2,27,7,1445847
C1308,standard,31,35,90,MOBILE,,4,25,7,1545993
C1309,basic,26,104,67,mobile,,3,33,0,1514784
C1310,premium,29,192,36,Mobile,,1,32,7,512075
C1311,premium,57,128,28,desktop,,4,25,2,1788852
C1312,standard,18,23,96,desktop,,0,4,10,1509902
C1313,basic,37,160,149,Mobile,,3,4,7,1528555
C1314,standard,51,59,45,desktop,,2,8,2,1856317
C1315,Standard,20,22,127,mobile,,1,17,3,1804020
C1316,Standard,19,90,77,Desktop,,4,30,4,1471746
C1317,standard,27,164,112,Desktop,,5,35,2,535454
C1318,premium,46,65,145,mobile,,4,22,5,228971
C1319,Standard,42,56,101,mobile,,5,12,5,666792
C1320,Basic,25,52,66,desktop,,3,18,5,1721815
C1321,standard,51,85,78,desktop,,4,26,3,566199
C1322,standard,21,56,79,MOBILE,,3,23,7,1074656
C1323,Standard,44,105,4,Mobile,,2,13,2,650242
C1324,Standard,52,,35,MOBILE,Bandung,5,4,4,981200
C1325,basic,27,80,93,Desktop,,3,13,6,637476
C1326,Premium,34,43,58,MOBILE,,1,3,2,1404753
C1327,Basic,58,188,104,mobile,,4,33,1,1170142
C1328,Basic,26,131,7,Mobile,,3,4,10,250078
C1329,Standard,43,198,111,mobile,,2,5,2,2030360
C1330,basic,59,102,22,desktop,,1,34,0,979597
C1331,standard,40,183,98,Desktop,,5,11,9,568624
C1332,Standard,56,21,97,Mobile,,4,25,8,768296
C1333,basic,31,191,138,Desktop,,1,10,7,969249
C1334,standard,30,68,100,MOBILE,,4,2,10,1794539
C1335,Premium,24,63,15,MOBILE,,5,33,11,1096567
C1336,Standard,29,156,62,Mobile,,0,30,4,847089
C1337,Standard,26,130,94,desktop,,2,4,6,1439465
C1338,Standard,34,61,31,Mobile,,0,14,1,405439
C1339,Basic,53,163,42,desktop,,4,6,4,1780469
C1340,basic,38,86,17,desktop,jakarta,1,33,8,233803
C1341,Basic,57,163,7,Mobile,,2,30,3,1425968
C1342,premium,25,56,59,desktop,,3,28,3,148252
C1343,Standard,57,193,114,Mobile,,0,7,6,1477757
C1344,premium,30,22,62,mobile,,4,10,0,790720
C1345,standard,35,90,53,mobile,,4,7,0,850713
C1346,Basic,54,90,130,Mobile,,1,9,0,1697299
C1347,basic,50,189,81,desktop,,1,31,6,1756480
C1348,Standard,22,119,93,mobile,,5,35,10,239099
C1349,Standard,39,156,11,desktop,,4,9,2,941526
C1350,premium,56,43,102,Desktop,,0,15,10,535210
C1351,premium,31,76,50,Desktop,,1,33,1,1616656
C1352,standard,52,141,65,Mobile,,5,10,11,1030457
C1353,Premium,26,115,47,Mobile,,1,3,1,507008
C1354,basic,52,160,26,mobile,,0,12,3,865201
C1355,Standard,30,90,19,desktop,,0,3,4,1573743
C1356,Basic,27,32,107,mobile,,2,23,4,1067635
C1357,Standard,45,39,66,MOBILE,,3,5,5,1112747
C1358,basic,21,73,39,MOBILE,,5,16,11,1216489
C1359,Basic,28,130,103,Mobile,,2,30,11,997578
C1360,premium,50,,18,MOBILE,,4,29,9,1259767
C1361,standard,25,68,134,mobile,,4,13,9,1495937
C1362,Standard,19,86,14,Desktop,,1,8,8,619926
C1363,basic,32,115,43,desktop,,3,5,3,701151
C1364,Premium,50,95,147,Desktop,,4,21,6,581217
C1365,premium,52,199,1,mobile,,1,29,5,30381
C1366,basic,31,138,81,MOBILE,,1,18,2,186052
C1367,Standard,55,18,149,desktop,,4,21,7,1136019
C1368,Premium,51,126,136,mobile,Bandung,0,10,0,502573
C1369,Standard,56,,52,MOBILE,,0,9,1,1808055
C1370,standard,49,14,24,MOBILE,,1,28,6,1447822
C1371,Standard,26,118,49,mobile,,5,31,10,1765739
C1372,Premium,19,68,62,desktop,,2,4,7,58706
C1373,Standard,54,179,21,mobile,,5,12,10,1413749
C1374,Standard,18,49,107,mobile,,2,2,2,1588747
C1375,basic,47,182,16,desktop,,1,10,8,626158
C1376,Premium,20,60,75,Desktop,,3,10,11,1633875
C1377,Basic,39,44,143,Desktop,,4,27,7,186760
C1378,basic,58,87,43,mobile,,1,19,11,548684
C1379,Premium,35,29,94,desktop,,0,18,7,1440336
C1380,Premium,55,12,146,Desktop,,1,30,5,805509
C1381,Basic,52,100,147,desktop,,2,4,3,1341144
C1382,Premium,30,38,115,mobile,,0,33,11,324893
C1383,standard,31,24,40,MOBILE,jakarta,2,23,4,2137591
C1384,basic,41,157,43,Desktop,,3,28,11,127841
C1385,Premium,26,40,125,desktop,,0,28,8,456924
C1386,premium,54,68,93,desktop,,2,7,11,949032
C1387,Standard,29,73,26,MOBILE,,5,7,7,1427837
C1388,Standard,20,59,69,Desktop,,3,1,0,1409575
C1389,premium,35,29,18,desktop,,1,4,9,1093398
C1390,basic,57,22,80,MOBILE,,0,32,10,503095
C1391,standard,21,74,104,mobile,,0,23,7,1739457
C1392,Standard,21,53,71,Mobile,Jakarta,1,19,7,492121
C1393,Basic,28,155,40,Mobile,,2,18,4,1219136
C1394,standard,18,189,66,Desktop,,4,7,9,842936
C1395,Standard,27,59,97,desktop,,1,10,4,2064681
C1396,basic,50,117,30,desktop,Bandung,2,30,5,516269
C1397,Premium,22,26,26,Desktop,,4,19,10,732260
C1398,basic,42,131,60,Desktop,,1,10,10,2074846
C1399,standard,53,,121,desktop,,1,35,0,420251
C1400,standard,24,137,136,MOBILE,,1,2,4,80591
C1401,Standard,42,140,145,desktop,,5,32,0,553964
C1402,Basic,20,135,119,mobile,,4,11,6,531702
C1403,Standard,44,68,103,desktop,,5,6,2,715243
C1404,Standard,49,80,104,mobile,Jakarta,2,28,5,2083445
C1405,standard,33,184,128,MOBILE,,0,20,1,1432358
C1406,premium,53,113,127,Desktop,,2,8,5,1212940
C1407,Standard,27,155,104,MOBILE,,2,8,0,1874319
C1408,basic,42,190,6,MOBILE,,0,26,1,937684
C1409,Premium,58,50,1,Mobile,,3,27,4,1157276
C1410,basic,46,55,78,MOBILE,,1,27,1,579066
C1411,premium,26,180,135,MOBILE,,2,24,2,787927
C1412,premium,56,51,57,mobile,,4,13,0,869086
C1413,standard,37,23,110,Desktop,,4,14,8,1573702
C1414,Standard,22,10,131,Mobile,,3,34,7,259495
C1415,Premium,58,95,149,mobile,,0,30,2,1293833
C1416,Premium,35,26,53,Desktop,,2,28,1,1141767
C1417,premium,21,19,28,Desktop,,4,1,6,663921
C1418,premium,26,16,109,Desktop,,1,11,6,1799536
C1419,basic,26,156,93,MOBILE,,1,7,8,2068562
C1420,standard,38,96,127,Desktop,,2,20,7,1619804
C1421,Standard,19,54,63,MOBILE,,4,27,4,863697
C1422,standard,57,53,35,mobile,,1,32,4,1487004
C1423,Basic,18,,88,Mobile,,0,20,1,1959006
C1424,basic,48,53,18,desktop,,3,11,1,611777
C1425,Basic,47,128,11,Desktop,,0,23,9,569395
C1426,Premium,57,92,100,Desktop,,1,24,2,1342557
C1427,Standard,25,151,4,Mobile,,2,8,7,812772
C1428,basic,34,199,2,Desktop,,2,12,7,2125508
C1429,standard,38,115,13,desktop,,2,8,8,-8827
C1430,standard,43,26,136,desktop,jakarta,3,33,7,1038555
C1431,Basic,51,79,5,desktop,,1,17,10,294318
C1432,Premium,52,63,86,mobile,,0,30,3,1339259
C1433,Premium,50,45,108,Desktop,,5,27,0,137666
